theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-144,1.4.40-144,4 Points,What must you anticipate with this road sign?,"A. With cyclists who may cross the carriageway; B. With an underpass for cyclists; C. With a ""cyclists prohibited"" zone",A. With cyclists who may cross the carriageway,"This traffic sign warns that cyclists can cross the road and could get into your lane, for example when a bike path ends and leads to the road.",images/1_4_40-144.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-144
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-145,1.4.40-145,2 Points,What must you anticipate with this road sign combination?,A. Suddenly occurring noise from aeroplanes; B. Other road users becoming distracted; C. An entrance to or exit from an aerodrome,A. Suddenly occurring noise from aeroplanes; B. Other road users becoming distracted,This traffic sign informs about flying over the road. Sudden aircraft noise can scare a driver. Road users may be distracted by the aircraft and get distracted.,images/1_4_40-145.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-145
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-146,1.4.40-146,3 Points,What does this traffic sign combination indicate?,A. A pedestrian crossing; B. An underpass for pedestrians; C. An overpass for pedestrians,A. A pedestrian crossing,"This combination of road signs indicates a pedestrian crossing. At a pedestrian crossing, pedestrians have priority. The car driver has to allow them to cross the road.",images/1_4_40-146.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-146
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-147,1.4.40-147,3 Points,What does this traffic sign indicate?,A. Danger in connection with horses; B. That people on horseback have priority over motor vehicles; C. No through-traffic because of a bridle path,A. Danger in connection with horses,This sign (triangular) indicates a danger zone in connection with horses.,images/1_4_40-147.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-147
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-148,1.4.40-148,3 Points,What does this traffic sign indicate?,A. Icy conditions; B. Packed snow; C. Avalanches,A. Icy conditions; B. Packed snow,This traffic sign indicates that it is slippery with snow and icy roads.,images/1_4_40-148.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-148
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-149,1.4.40-149,3 Points,What must you anticipate with this road sign?,A. A dirt-covered roadway; B. Farm livestock on the roadway; C. Wild animals crossing,A. A dirt-covered roadway; B. Farm livestock on the roadway,This sign indicates that the road is very dirty and that you must watch out for grazing animals on the road.,images/1_4_40-149.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-149
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-150,1.4.40-150,3 Points,How should you act at a point of danger indicated by this sign?,A. - avoid rapid acceleration; B. - avoid sudden manoeuvres; C. - maintain the greatest possible distance to the vehicle ahead,A. - avoid rapid acceleration; B. - avoid sudden manoeuvres; C. - maintain the greatest possible distance to the vehicle ahead,"You should keep as much distance as possible from the vehicle in front, avoid sudden steering movements and avoid strong acceleration as there is gravel and grit on this road.",images/1_4_40-150.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-150
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-151,1.4.40-151,2 Points,What does this traffic sign indicate?,A. A moveable bridge; B. A ferry; C. Drainage works,A. A moveable bridge,This sign indicates a movable bridge.,images/1_4_40-151.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-151
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-152,1.4.40-152,2 Points,What must you be aware of when you see this road traffic sign?,"A. The road leads to the bank of a waterway; B. When it is dark or visibility is poor, areas of water are difficult to distinguish from the road; C. The entrance and exit point must be kept clear for amphibious vehicles","A. The road leads to the bank of a waterway; B. When it is dark or visibility is poor, areas of water are difficult to distinguish from the road",The shape of the sign indicates caution and the picture on the sign indicates what to look out for. This road leads to a shore. Water surfaces are difficult to distinguish from the actual roadway in darkness or poor visibility.,images/1_4_40-152.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-152
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-153,1.4.40-153,3 Points,What must you be aware of when you see this road traffic sign?,A. Avoid stopping and parking; B. Stones may be lying on the roadway; C. Vehicles in front may brake suddenly,A. Avoid stopping and parking; B. Stones may be lying on the roadway; C. Vehicles in front may brake suddenly,Please watch out for stones that might be lying on the roadway. Avoid stopping and parking. Vehicles in front may suddenly slow down due to falling stones.,images/1_4_40-153.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-153
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-154,1.4.40-154,2 Points,What must you anticipate with this road sign?,A. Sudden noise from aeroplanes; B. Other road users may become distracted; C. Vehicles that brake suddenly,A. Sudden noise from aeroplanes; B. Other road users may become distracted; C. Vehicles that brake suddenly,"This sign says that you should expect distractions from other road users, sudden aircraft noise and sudden braking vehicles. All answers are correct.",images/1_4_40-154.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-154
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-155,1.4.40-155,3 Points,What does this traffic sign indicate?,A. A pedestrian crossing; B. An underpass for pedestrians; C. An overpass for pedestrians,A. A pedestrian crossing,This shield (Attention) indicates a pedestrian crossing.,images/1_4_40-155.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-155
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-156,1.4.40-156,3 Points,You are driving a motor vehicle with a manual gearbox. What must you consider when you see this road sign?,A. The braking distance is longer; B. Applying the brakes for a longer time will diminish the braking response; C. The braking response will be better if no gear is engaged,A. The braking distance is longer; B. Applying the brakes for a longer time will diminish the braking response,"In order not to exceed the speed on the slope, you may have to brake lightly throughout. If the brake heats up, the braking effect will diminish over time. Bear in mind that this also increases the braking distance. To avoid unnecessary strain on the brake, you can select lower gears to increase the engine braking effect.",images/1_4_40-156.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-156
Theme 1.4.,Road Sign,1.4.40 Chapter,Danger Sign,1.4.40-157,1.4.40-157,2 Points,You are driving a motor vehicle with a manual gearbox. What is the correct thing to do when you see this traffic sign?,A. I change down to a lower gear if necessary; B. I always change up to a higher gear; C. I drive down this descent carefully,A. I change down to a lower gear if necessary,"In order to maintain the speed on the incline, you may have to shift down a gear, as otherwise the torque may not be sufficient to propel the vehicle further at the low speed.",images/1_4_40-157.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.40-danger-sign/1.4.40-157
Theme 1.4.,Road Sign,1.4.41 Chapter,Regulatory Sign,1.4.41-001,1.4.41-001,3 Points,When must you wait at this traffic sign?,A. When a railway employee is waving a white-red-white flag; B. When the level crossing cannot be crossed without having to stop on it; C. When a rail vehicle is approaching,A. When a railway employee is waving a white-red-white flag; B. When the level crossing cannot be crossed without having to stop on it; C. When a rail vehicle is approaching,"The diagonal cross in front of a railroad crossing signals the right of way for rail traffic. When a rail vehicle approaches, you have to wait in front of the sign. The same applies if railway staff waves a white-red-white flag. If you are in danger of comingThe diagonal cross in front of a railroad crossing signals the right of way for rail traffic. When a rail vehicle approaches, you have to wait in front of the sign. The same applies if railway staff waves a white-red-white flag. If you are in danger of coming to a stop on the railroad crossing due to traffic jams, you must also wait in front of the diagonal cross until you can quickly cross the railroad crossing.
to a stop on the railroad crossing due to traffic jams, you must also wait in front of the diagonal cross until you can quickly cross the railroad crossing.",images/1_4_41-001.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.41-regulatory-sign/1.4.41-001
Theme 1.4.,Road Sign,1.4.41 Chapter,Regulatory Sign,1.4.41-004,1.4.41-004,2 Points,What do you do when you see this traffic sign?,A. You must indicate right; B. You may only proceed to the right; C. You may not turn right,A. You must indicate right; B. You may only proceed to the right,"The traffic sign ""Turn right here in front of the sign"" only allows you to drive to the right. Even if there is only this one option, the change of the direction of travel needs to be indicated.",images/1_4_41-004.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.41-regulatory-sign/1.4.41-004
Theme 1.4.,Road Sign,1.4.41 Chapter,Regulatory Sign,1.4.41-005,1.4.41-005,2 Points,What do you do when you see this traffic sign?,A. You must indicate left; B. You may only proceed to the left; C. You may not proceed to the left,A. You must indicate left; B. You may only proceed to the left,"The traffic sign ""Turn left here in front of the sign"" only allows to continue the drive to the left. Although there is only this one option, the change of the direction of travel needs to be indicated.",images/1_4_41-005.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.41-regulatory-sign/1.4.41-005
Theme 1.4.,Road Sign,1.4.41 Chapter,Regulatory Sign,1.4.41-006,1.4.41-006,2 Points,In which directions may you proceed?,A. Straight ahead; B. To the right; C. To the left,A. Straight ahead; B. To the right,"The traffic sign ""You must go straight or turn right"" prohibits turning to the left. Allowed are only the other directions straight ahead and right. If you turn to the right, you must indicate the change of direction.",images/1_4_41-006.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.41-regulatory-sign/1.4.41-006
Theme 1.4.,Road Sign,1.4.41 Chapter,Regulatory Sign,1.4.41-007,1.4.41-007,2 Points,What must you do when you see this traffic sign?,A. You must pass on the right of traffic islands; B. You are obliged to turn right; C. You may not turn left in front of this sign,A. You must pass on the right of traffic islands,"The traffic sign ""Keep right of traffic"" indicates that you have to drive past an obstacle on the right. These include traffic islands, construction sites or bus stops. If there is an intersection or T-junction before the marked point, you may turn right as well as left. If you swing out while driving around an obstacle, you have to indicate that.",images/1_4_41-007.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.41-regulatory-sign/1.4.41-007
Theme 1.4.,Road Sign,1.4.41 Chapter,Regulatory Sign,1.4.41-008,1.4.41-008,5 Points,You are approaching a bus stop marked like this. What do you do if you see children there?,A. Reduce your speed and be ready to brake; B. A reduction in speed is only necessary when a school bus is stopping there; C. Speed must not be reduced when a bus stops at a stopping bay,A. Reduce your speed and be ready to brake,"This stop is a bus stop where school buses operate at the times indicated. If you approach this stop, you will have to expect children who suddenly run onto the road; the principle of trust does not apply in this case. If a school bus is in the passenger bay or on the street, you have to be able to brake as a car driver; You may only drive past at walking speed.",images/1_4_41-008.png,https://www.clickclickdrive.de/fragenkatalog/en/1.4.-road-sign/1.4.41-regulatory-sign/1.4.41-008
